rainfall,soil_moisture,humidity,temperature,slope,landslide
88,56,78,29.5,24,0
144,89,88,20.9,12,0
43,41,74,32.6,15,0
107,68,91,22.3,29,1
125,58,74,26.3,18,0
55,42,69,31.3,16,0
28,15,63,39.2,7,0
48,48,58,36.4,6,0
20,15,55,35.7,5,0
25,18,58,37.3,6,0
30,20,60,37.5,8,0
35,22,62,42.0,10,0
40,25,65,38.1,12,0
45,28,68,32.3,14,0
50,30,70,36.0,15,0
55,35,72,30.0,18,0
60,40,75,35.6,20,0
65,45,78,30.7,22,0
70,50,80,30.8,24,0
75,55,82,33.4,26,0
80,60,85,25.9,28,0
85,65,87,21.8,30,1
90,68,88,23.1,31,1
95,70,89,26.4,32,1
100,72,90,19.3,33,1
105,74,91,15.3,34,1
110,76,92,20.5,35,1
115,78,93,22.3,36,1
120,80,94,23.2,37,1
125,82,95,18.4,38,1
130,84,96,17.8,39,1
135,86,97,21.0,40,1
140,88,98,12.7,41,1
145,90,98,15.8,42,1
50,32,70,35.3,18,0
60,38,74,34.2,20,0
70,42,76,30.3,22,0
80,48,80,30.0,25,0
90,55,85,21.8,27,0
100,60,88,24.8,29,0
110,66,90,23.1,31,1
120,72,92,18.1,33,1
40,24,64,37.0,11,0
35,21,60,39.1,9,0
30,19,58,38.0,8,0
85,67,86,25.8,29,1
95,71,88,21.6,31,1
105,75,90,22.0,33,1
115,79,92,22.6,35,1
45,27,66,36.3,13,0
55,33,70,32.7,16,0
65,39,74,33.0,19,0
75,46,78,32.5,22,0
85,53,82,23.9,25,0
95,60,86,30.2,28,0
105,68,89,21.8,30,1
115,75,91,22.3,32,1
45,28,65,39.1,12,0
52,34,70,31.1,15,0
60,40,75,31.1,18,0
72,48,80,30.1,22,0
30,20,58,36.9,8,0
110,72,90,26.3,33,1
95,65,85,22.3,28,1
40,25,62,35.7,10,0
55,36,72,34.4,17,0
120,80,94,17.2,37,1
70,50,78,30.3,23,0
85,60,82,29.8,26,0
35,22,60,37.2,9,0
100,70,88,23.2,31,1
65,42,74,31.2,19,0
130,84,96,15.0,39,1
48,30,68,36.1,14,0
90,64,86,29.2,27,1
38,24,61,37.5,11,0
75,52,79,31.2,24,0
140,88,98,19.1,41,1
28,18,55,36.4,7,0
115,76,91,25.5,34,1
68,46,76,32.3,21,0
80,55,81,33.8,25,0
33,21,59,36.5,8,0
105,73,89,27.2,32,1
50,32,69,36.9,16,0
92,66,87,25.8,29,1
58,37,71,34.3,18,0
125,82,95,18.9,38,1
41,26,64,39.7,12,0
77,53,80,30.6,24,0
63,41,74,27.8,20,0
88,62,84,22.6,27,1
34,23,60,37.6,9,0
97,68,88,24.5,30,1
53,33,70,34.3,16,0
71,49,77,34.4,23,0
108,75,90,17.3,33,1
46,29,66,36.2,13,0
82,58,83,24.6,26,0
39,25,63,39.0,11,0
94,67,86,24.1,29,1
57,36,72,34.7,17,0
121,81,94,18.0,37,1
69,45,75,35.1,21,0
86,61,83,28.3,27,1
36,22,60,39.3,9,0
101,71,88,23.0,31,1
64,43,74,34.0,19,0
132,85,96,16.8,40,1
49,31,68,37.3,14,0
91,65,86,28.8,28,1
37,24,62,40.1,10,0
76,52,79,28.7,23,0
142,89,98,18.0,42,1
29,19,56,36.0,7,0
118,78,92,22.2,35,1
67,44,76,33.1,21,0
83,59,82,24.6,25,0
32,21,58,35.7,8,0
106,74,89,21.9,32,1
51,33,69,34.1,16,0
93,66,87,21.3,29,1
59,38,71,34.6,18,0
126,83,95,20.0,38,1
42,27,65,36.0,12,0
78,54,80,28.2,24,0
62,40,73,35.6,19,0
87,61,84,29.6,27,1
35,23,60,36.8,9,0
98,69,88,22.1,30,1
54,34,70,35.6,16,0
72,50,77,30.3,23,0
109,76,90,21.7,33,1
47,30,66,37.6,13,0
84,60,83,24.2,26,0
40,26,63,40.3,11,0
96,67,86,24.3,29,1
56,35,71,32.9,17,0
122,81,94,19.8,37,1
70,46,75,31.7,21,0
89,63,85,20.8,28,1
31,20,57,42.0,8,0
102,72,88,23.3,31,1
66,43,74,33.5,19,0
134,86,97,20.6,40,1
50,32,68,32.5,15,0
92,65,86,25.8,28,1
38,25,62,36.7,10,0
74,51,78,33.0,23,0
143,90,98,11.7,42,1
28,18,55,39.3,7,0
116,77,91,19.6,34,1
68,45,76,32.9,21,0
81,57,82,30.6,25,0
33,22,59,36.6,8,0
107,74,89,20.7,32,1
122,18,55,28.6,37,0
73,75,90,26.9,34,0
58,25,69,36.1,7,0
112,89,89,24.0,20,0
94,32,92,19.2,22,0
125,74,75,24.6,20,0
107,26,79,24.4,11,0
115,85,78,19.1,34,1
42,48,68,32.9,16,0
42,70,65,36.7,37,0
36,20,68,40.0,33,0
143,30,84,22.9,31,0
49,57,91,30.2,31,0
27,17,58,40.3,18,0
26,58,81,34.7,7,0
106,17,90,23.7,34,0
71,27,66,30.1,5,0
125,85,74,21.3,22,0
59,27,72,32.5,5,0
92,36,60,31.9,6,0
61,47,76,32.4,12,0
92,65,84,26.9,10,0
59,47,58,33.2,15,0
130,17,91,24.1,28,0
78,75,77,27.3,38,0
37,85,63,39.3,42,0
131,57,78,21.9,16,0
124,48,69,24.7,21,0
119,64,94,19.7,15,0
68,39,87,28.9,21,0
122,49,56,31.2,20,0
134,88,57,25.5,26,1
45,51,61,39.2,10,0
68,31,62,35.3,27,0
25,62,86,32.4,6,0
26,89,56,38.8,39,0
100,24,97,23.1,13,0
115,76,97,26.7,10,0
29,33,62,35.4,39,0
36,36,87,36.0,20,0
140,88,63,27.9,6,0
148,83,68,25.6,31,1
55,54,83,31.2,37,0
101,75,94,27.2,6,0
137,64,88,24.9,31,1
131,40,98,19.8,40,0
133,19,94,17.9,13,0
121,79,68,19.4,42,1
130,29,61,28.9,5,0
148,58,65,19.8,25,0
71,63,60,33.0,18,0
33,35,89,34.9,16,0
128,25,61,27.8,16,0
132,50,97,22.5,36,0
133,51,66,26.6,17,0
116,34,90,27.5,42,0
72,15,70,29.9,39,0
44,38,85,31.5,28,0
100,51,79,25.8,37,0
23,63,55,42.0,37,0
86,83,61,34.3,18,0
77,18,91,29.7,28,0
91,90,83,28.1,28,1
111,81,68,25.2,11,0
24,56,57,42.0,31,0
110,65,72,28.5,35,1
30,50,71,38.7,6,0
68,86,86,34.8,12,0
81,74,74,23.5,37,1
105,27,95,23.5,37,0
39,24,61,35.6,20,0
46,57,64,37.9,30,0
104,59,77,25.0,38,0
137,65,96,22.9,12,0
92,44,66,34.1,31,0
56,81,95,32.0,29,0
34,30,84,35.2,18,0
83,76,55,30.9,22,0
52,28,73,32.0,18,0
97,82,58,34.4,17,0
75,35,72,33.6,25,0
134,40,78,24.0,42,0
144,53,56,25.2,37,0
147,87,71,15.6,41,1
125,74,63,21.7,33,1
138,81,82,27.8,13,0
56,26,71,30.7,19,0
120,67,93,23.9,16,0
95,55,69,32.4,35,0
78,53,57,30.5,31,0
66,21,58,35.3,40,0
65,82,91,32.2,38,0
98,29,79,28.0,40,0
50,84,78,40.7,36,0
102,50,60,26.2,9,0
33,72,68,39.7,33,0
90,68,80,28.3,23,0
130,84,63,28.7,6,0
102,36,85,27.7,23,0
58,51,72,31.7,31,0
39,43,97,32.5,5,0
62,76,65,29.5,26,0
57,81,68,35.8,12,0
145,54,71,24.6,25,0
52,18,70,36.2,23,0
48,77,57,39.6,13,0
107,35,83,27.3,21,0
135,30,59,27.2,5,0
122,39,86,22.0,33,0
24,88,72,35.6,8,0
38,90,98,34.9,8,0
37,40,76,38.9,21,0
63,38,89,29.8,28,0
109,38,67,28.7,11,0
135,58,71,22.8,41,0
97,48,90,29.4,24,0
34,57,65,39.0,15,0
57,16,86,36.4,30,0
118,28,91,21.7,8,0
52,68,55,35.9,24,0
87,53,93,27.7,14,0
148,53,77,24.3,36,0
70,18,81,30.3,32,0
57,49,76,30.9,10,0
146,26,65,26.9,9,0
97,60,68,31.6,31,0
39,74,75,33.0,21,0
132,40,91,25.7,14,0
61,55,55,38.7,38,0
132,75,88,20.1,42,1
46,53,66,36.0,7,0
85,72,63,33.3,25,0
83,30,96,25.0,21,0
103,43,59,30.5,28,0
88,65,80,23.6,13,0
93,18,71,32.0,8,0
89,82,69,26.6,13,0
101,66,89,29.9,24,0
141,23,81,22.0,7,0
127,31,98,21.3,27,0
49,49,85,31.0,36,0
142,89,83,18.7,26,1
106,84,62,30.2,34,1
120,65,57,22.6,5,0
114,46,83,28.8,31,0
90,39,63,32.2,8,0
134,26,88,19.5,9,0
46,51,97,28.4,19,0
145,25,91,25.0,20,0
60,47,97,27.2,26,0
22,18,60,36.6,28,0
48,29,67,38.3,13,0
57,78,81,33.2,38,0
136,87,98,15.5,37,1
145,88,84,19.5,26,1
41,26,59,34.9,9,0
99,68,89,26.1,29,1
102,52,82,29.7,41,0
99,27,83,28.6,12,0
31,36,98,33.6,5,0
32,16,60,42.0,9,0
89,62,79,29.0,14,0
118,69,93,17.7,31,1
79,56,77,31.6,28,0
133,88,92,24.3,42,1
54,31,63,32.9,16,0
148,49,55,25.1,35,0
107,51,84,27.3,39,0
28,16,55,39.4,22,0
100,33,63,27.7,9,0
101,30,60,33.3,8,0
128,49,58,33.6,16,0
59,34,76,33.3,16,0
138,90,92,16.2,42,1
48,55,87,28.6,41,0
49,27,70,35.5,18,0
46,64,58,39.8,27,0
45,50,91,33.3,18,0
27,28,55,39.6,13,0
35,17,56,37.1,12,0
88,34,65,28.5,6,0
75,85,92,30.7,42,0
73,46,78,33.3,19,0
77,44,69,28.0,18,0
67,36,70,36.8,23,0
90,73,84,26.6,33,1
150,32,88,24.2,23,0
34,21,68,33.5,14,0
75,20,70,28.5,5,0
99,73,92,22.5,31,1
87,36,61,33.2,5,0
44,19,58,41.8,15,0
52,30,70,36.3,19,0
116,39,79,25.3,33,0
94,73,97,20.1,31,1
94,60,89,30.0,13,0
68,31,79,29.0,21,0
143,72,91,22.2,27,1
112,74,98,19.8,36,1
133,75,98,22.1,35,1
29,65,55,41.1,36,0
67,46,75,31.8,19,0
51,32,72,33.1,10,0
137,88,98,16.8,42,1
137,24,90,23.0,20,0
141,90,84,19.6,30,1
79,53,77,29.0,22,0
46,31,71,34.7,13,0
63,33,72,33.2,19,0
92,60,93,21.2,26,0
65,57,88,31.5,24,0
27,27,60,36.4,10,0
37,24,67,33.8,8,0
37,46,71,31.9,5,0
94,64,86,19.9,26,1
63,43,94,26.3,24,0
127,45,85,22.0,12,0
77,50,76,35.7,21,0
97,53,87,25.6,27,0
116,86,84,22.6,33,1
102,72,86,24.5,28,1
103,77,88,26.4,5,0
78,59,76,30.5,22,0
44,62,85,30.2,29,0
39,19,69,39.8,14,0
128,78,96,23.5,39,1
83,71,60,28.4,22,0
69,23,58,31.9,40,0
80,57,84,28.6,22,0
86,52,81,26.6,26,0
146,90,98,17.9,41,1
52,43,74,32.1,14,0
34,24,90,39.0,17,0
53,32,66,38.0,13,0
77,25,63,33.3,29,0
107,85,69,31.1,13,0
110,62,98,26.5,18,0
150,80,78,17.9,40,1
101,54,70,27.0,32,0
58,60,79,32.7,40,0
60,38,95,32.0,32,0
47,37,63,36.5,14,0
118,72,88,17.4,33,1
44,24,68,33.8,16,0
125,42,55,28.4,22,0
65,15,92,29.6,32,0
121,22,55,34.0,41,0
142,50,67,21.4,16,0
90,28,96,27.6,15,0
93,78,72,33.3,17,0
130,73,89,25.5,39,1
41,32,69,34.9,17,0
142,90,96,18.7,42,1
35,44,60,39.4,9,0
62,61,61,35.3,20,0
24,19,57,39.4,7,0
60,32,71,34.6,15,0
37,15,61,31.3,5,0
103,52,84,28.4,30,0
141,48,74,24.2,24,0
110,66,94,20.8,27,1
79,47,59,38.3,32,0
139,81,97,15.9,41,1
113,69,90,23.6,19,0
68,45,72,37.4,20,0
103,29,92,23.4,34,0
128,63,81,22.9,18,0
29,30,63,37.8,38,0
83,59,85,30.9,25,0
129,15,91,23.2,15,0
132,16,75,21.5,42,0
117,75,90,19.8,35,1
84,59,81,27.8,28,0
26,15,61,38.7,6,0
45,87,95,32.6,7,0
50,35,68,36.1,12,0
84,66,77,25.4,14,0
97,64,86,26.7,27,1
96,43,80,28.7,19,0
50,57,60,39.8,8,0
34,15,55,40.0,9,0
121,74,64,30.4,9,0
76,59,78,31.8,30,0
146,64,98,23.0,16,0
77,80,75,32.3,34,0
20,86,76,37.0,7,0
30,20,56,42.0,13,0
88,71,92,26.4,33,1
120,87,89,22.4,36,1
60,26,73,30.0,15,0
132,81,78,21.1,10,0
141,86,97,18.1,37,1
60,51,74,33.4,35,0
44,15,60,35.4,10,0
42,29,74,35.4,11,0
96,22,85,31.3,38,0
60,26,67,35.8,21,0
107,83,96,21.5,12,0
58,79,90,30.6,40,0
37,16,61,35.6,6,0
59,47,76,31.9,15,0
136,55,91,20.8,35,0
88,82,61,30.7,18,0
100,85,78,21.8,37,1
87,67,89,24.4,39,1
124,67,96,18.1,31,1
60,34,70,26.3,19,0
41,20,62,42.0,9,0
95,69,92,29.1,8,0
150,53,71,22.4,36,0
101,25,67,29.5,11,0
64,61,83,28.3,26,0
39,75,59,41.9,38,0
41,47,98,36.3,5,0
59,53,81,32.5,23,0
138,21,90,24.4,12,0
118,75,87,22.0,38,1
132,78,62,23.4,10,0
41,27,59,36.4,5,0
74,44,71,32.2,16,0
85,41,79,28.3,20,0
46,37,78,33.5,14,0
128,70,72,25.4,24,0
97,47,56,31.4,6,0
51,47,69,34.9,14,0
92,62,88,21.7,40,1
30,30,60,36.8,11,0
90,42,58,28.9,5,0
132,26,95,24.2,29,0
110,82,62,23.9,13,0
20,70,55,42.0,36,0
119,16,58,32.3,37,0
46,15,74,33.9,19,0
121,20,96,16.3,26,0
86,66,79,25.4,26,1
47,59,98,30.7,19,0
72,45,81,28.1,22,0
114,45,62,27.5,19,0
50,80,55,40.9,15,0
125,81,93,21.5,42,1
135,35,82,21.0,41,0
41,32,87,29.2,17,0
79,36,76,29.8,27,0
101,77,93,22.0,32,1
126,79,96,20.5,42,1
109,41,88,24.0,21,0
113,74,96,25.0,18,0
69,57,77,36.4,27,0
65,38,78,33.9,20,0
139,74,82,22.8,13,0
89,61,95,23.1,28,1
36,30,65,36.2,12,0
45,31,73,37.8,15,0
36,18,66,35.4,5,0
29,22,66,37.9,7,0
94,64,93,23.4,32,1
78,48,77,29.3,27,0
30,90,98,29.4,9,0
99,68,83,28.1,24,0
120,47,84,24.6,27,0
139,69,92,19.6,28,1
70,69,76,30.3,36,0
103,69,86,26.4,33,1
107,54,83,24.2,35,0
63,24,71,37.4,22,0
71,33,66,28.6,7,0
73,48,79,31.9,21,0
53,24,63,36.7,11,0
146,86,98,14.7,38,1
100,46,79,28.8,38,0
66,31,87,33.6,28,0
117,79,64,22.6,14,0
111,69,93,22.7,31,1
99,61,89,17.1,28,1
96,50,89,24.3,20,0
123,83,98,23.4,33,1
47,43,69,33.8,20,0
63,48,74,29.8,22,0
95,77,55,31.5,16,0
107,78,94,26.9,38,1
42,83,80,29.6,26,0
70,47,75,29.1,19,0
131,74,88,23.6,36,1
28,57,63,42.0,16,0
94,87,92,23.2,30,1
147,90,58,22.5,8,0
73,42,81,35.8,21,0
114,85,73,31.1,13,0
20,60,77,38.8,10,0
50,30,64,33.7,6,0
33,15,58,38.4,18,0
39,22,58,37.4,15,0
77,61,66,33.2,19,0
56,49,63,38.8,5,0
125,80,98,21.3,36,1
57,34,79,29.9,21,0
150,27,95,23.1,21,0
130,88,98,19.3,38,1
128,15,55,30.0,40,0
61,39,69,37.4,17,0
57,60,86,28.8,41,0
20,90,78,36.9,7,0
74,27,56,32.9,30,0
98,82,93,18.9,30,1
134,25,93,22.7,26,0
64,45,79,38.1,20,0
60,34,65,29.8,19,0
95,67,91,23.4,27,1
116,80,96,22.0,37,1
29,23,62,38.7,9,0
71,76,95,28.3,40,0
41,26,61,33.9,11,0
39,55,62,37.8,13,0
148,69,89,15.9,31,1
55,47,98,24.5,21,0
129,77,98,21.6,40,1
47,90,81,35.8,36,0
91,52,95,26.5,13,0
137,38,90,22.5,17,0
64,48,75,35.1,21,0
42,49,64,37.2,5,0
135,21,93,23.9,13,0
54,37,71,33.4,22,0
38,16,57,41.4,12,0
53,23,70,35.2,19,0
34,73,62,38.3,33,0
85,48,84,25.5,20,0
126,77,98,19.7,40,1
25,21,57,37.5,7,0
116,43,83,23.8,18,0
63,38,68,31.6,18,0
66,55,71,30.2,7,0
45,28,91,37.5,24,0
139,55,71,27.9,21,0
57,36,64,39.7,11,0
50,33,71,31.6,11,0
62,46,83,31.6,40,0
97,67,91,20.0,37,1
145,25,65,23.1,6,0
133,85,98,15.9,36,1
107,33,91,28.3,21,0
106,86,81,22.8,30,1
69,54,75,34.5,25,0
75,43,76,32.6,23,0
90,62,83,34.0,25,0
61,53,58,31.7,16,0
41,39,93,35.5,24,0
33,15,58,41.4,6,0
59,37,73,30.9,19,0
107,56,82,29.0,41,0
71,55,78,32.0,20,0
90,71,91,23.5,26,1
107,73,95,19.5,33,1
50,63,68,33.3,35,0
95,38,98,30.6,19,0
72,67,59,34.0,18,0
42,31,71,37.5,19,0
93,51,85,25.7,37,0
55,30,71,32.1,16,0
97,81,86,26.7,36,1
101,69,94,22.0,21,0
53,31,75,32.6,14,0
98,70,91,26.3,5,0
81,90,89,25.7,29,1
66,15,65,33.3,39,0
150,62,71,24.3,7,0
101,82,91,24.6,31,1
53,48,98,32.0,17,0
81,34,65,29.6,6,0
75,51,78,30.0,28,0
93,23,86,30.5,28,0
63,75,97,31.5,27,0
20,53,61,36.1,32,0
20,55,55,41.3,33,0
65,16,90,25.1,29,0
134,56,75,24.6,26,0
23,90,55,42.0,42,0
115,86,94,18.4,40,1
115,81,97,18.3,36,1
104,64,89,24.7,29,1
104,70,84,19.7,28,1
123,51,80,23.4,29,0
111,79,74,28.8,9,0
135,47,96,19.6,42,0
128,87,93,18.9,36,1
79,67,88,30.6,31,0
23,25,56,41.0,8,0
99,51,84,27.8,26,0
101,71,91,22.0,33,1
114,29,86,26.0,39,0
57,52,82,31.9,8,0
83,82,76,28.3,33,1
123,86,94,18.6,33,1
70,52,74,31.5,25,0
23,90,74,34.8,12,0
70,77,66,33.0,22,0
91,34,82,26.3,40,0
58,69,60,32.6,16,0
128,66,98,22.4,12,0
74,50,72,32.3,20,0
116,64,93,22.8,34,1
93,72,98,21.6,30,1
33,51,94,34.1,9,0
49,61,57,38.2,32,0
75,48,80,31.5,21,0
74,53,82,28.2,24,0
100,69,93,23.0,34,1
98,52,74,29.7,41,0
50,53,89,31.9,27,0
49,84,69,29.8,12,0
42,29,68,36.4,13,0
89,68,95,29.1,33,1
148,90,98,15.6,42,1
60,47,78,30.6,26,0
33,25,58,39.5,5,0
55,26,68,35.3,9,0
83,52,75,33.3,27,0
57,30,65,31.6,18,0
95,61,87,28.9,20,0
61,42,70,35.0,16,0
33,31,66,37.0,10,0
35,23,65,38.1,9,0
92,71,96,25.7,38,1
110,77,87,24.6,29,1
35,87,61,35.0,38,0
55,18,73,35.8,5,0
40,32,66,36.4,11,0
133,43,81,23.9,41,0
110,71,91,22.0,34,1
52,49,67,34.6,9,0
31,32,62,41.1,24,0
48,19,58,36.6,15,0
42,19,56,35.0,10,0
71,73,82,29.6,41,0
85,67,91,25.1,35,1
20,69,59,42.0,37,0
47,49,96,32.7,30,0
78,58,87,26.9,23,0
62,49,70,39.6,22,0
28,62,64,38.8,17,0
109,20,83,29.3,15,0
86,63,91,24.1,31,1
105,68,96,23.0,37,1
99,40,57,33.3,5,0
46,28,73,37.8,11,0
143,78,94,20.3,39,1
109,67,88,24.6,30,1
128,43,93,21.7,40,0
44,24,63,35.1,10,0
121,78,92,21.3,35,1
105,70,87,25.3,31,1
146,24,55,25.6,39,0
65,44,68,36.1,17,0
56,82,59,39.4,30,0
132,90,70,23.2,24,0
53,27,71,32.2,17,0
91,70,88,24.1,27,1
145,86,97,17.7,41,1
93,77,87,23.0,30,1
72,16,70,35.7,42,0
72,75,89,30.5,38,0
115,56,62,28.7,21,0
94,37,86,23.8,21,0
38,30,63,33.9,10,0
107,72,95,22.2,36,1
26,25,60,33.7,10,0
136,27,55,29.9,9,0
29,15,62,38.0,24,0
31,16,64,42.0,9,0
28,18,55,42.0,8,0
116,81,79,25.5,23,0
139,80,91,18.3,38,1
127,17,63,29.6,18,0
26,16,61,42.0,6,0
40,30,83,29.8,18,0
36,25,61,33.3,8,0
56,30,76,31.6,13,0
111,83,97,22.2,29,1
94,90,86,25.6,42,1
146,76,92,20.3,31,1
55,42,69,31.4,19,0
65,32,87,24.7,26,0
88,85,61,34.0,16,0
82,76,85,26.8,24,0
140,84,97,12.5,42,1
112,82,92,21.8,34,1
87,69,79,31.2,10,0
49,75,66,35.2,10,0
97,49,98,24.1,16,0
87,52,84,28.1,31,0
52,34,66,34.2,16,0
51,46,85,29.0,25,0
133,77,98,16.4,39,1
104,66,93,23.5,35,1
70,43,72,33.0,21,0
23,27,58,40.1,41,0
52,24,65,32.8,13,0
62,25,73,32.5,22,0
54,28,72,28.6,18,0
42,54,67,36.6,18,0
130,61,55,31.6,6,0
126,90,62,23.7,5,0
30,27,60,37.1,7,0
80,57,75,31.5,23,0
128,43,71,28.9,20,0
75,50,82,29.0,20,0
60,56,72,31.6,10,0
89,60,75,24.7,37,0
145,68,97,17.2,35,1
66,39,73,37.6,21,0
117,15,58,29.7,39,0
41,20,56,37.9,7,0
107,74,95,25.4,7,0
65,24,82,31.2,31,0
20,90,56,38.3,36,0
116,80,91,23.2,38,1
38,17,60,38.2,11,0
38,25,60,37.7,14,0
45,83,80,31.4,34,0
45,30,63,39.7,9,0
92,79,62,32.9,19,0
131,37,87,21.7,35,0
35,41,95,35.2,5,0
150,23,64,23.1,10,0
118,79,94,18.5,34,1
150,25,83,19.6,32,0
29,31,87,30.1,15,0
63,45,73,34.0,18,0
121,83,93,15.7,33,1
63,34,73,29.8,16,0
65,52,79,26.5,19,0
35,16,57,38.2,10,0
65,61,83,30.7,40,0
93,89,65,29.9,10,0
54,50,70,31.7,10,0
116,87,97,17.3,40,1
70,18,97,29.6,32,0
119,82,95,21.8,23,0
85,35,58,33.4,5,0
25,28,55,37.7,7,0
102,71,83,24.4,27,1
30,77,77,39.2,21,0
68,47,74,33.6,21,0
124,36,98,21.1,42,0
52,23,70,35.2,10,0
57,80,74,32.8,14,0
121,81,72,26.5,13,0
50,18,64,34.9,15,0
131,90,64,26.1,7,0
82,45,67,32.1,9,0
64,53,73,30.3,12,0
27,35,60,36.4,40,0
48,32,68,31.8,11,0
88,41,85,24.2,27,0
119,81,85,18.7,34,1
50,26,58,37.0,10,0
85,62,95,21.8,38,1
55,56,76,34.6,28,0
20,22,55,40.5,5,0
137,15,88,17.3,14,0
123,61,58,30.0,5,0
133,83,97,20.3,42,1
115,71,93,18.5,37,1
114,75,95,21.8,32,1
80,33,63,30.3,5,0
63,54,77,32.5,25,0
67,50,82,27.9,20,0
55,58,70,29.7,26,0
94,53,71,28.7,39,0
121,74,98,19.2,36,1
54,25,70,33.3,10,0
25,24,60,36.2,10,0
97,57,66,29.1,6,0
115,82,92,21.8,34,1
55,58,95,30.3,35,0
94,30,64,31.2,10,0
46,24,66,34.2,11,0
47,35,70,38.0,13,0
56,40,55,33.4,12,0
56,27,68,35.6,13,0
95,72,91,26.5,34,1
83,69,62,33.5,23,0
132,21,94,21.4,5,0
59,55,71,32.3,12,0
121,75,69,29.5,14,0
65,35,73,29.1,18,0
93,48,79,26.1,29,0
87,61,89,23.7,32,1
24,26,56,42.0,9,0
52,18,65,36.3,24,0
110,77,98,18.3,40,1
94,56,91,25.8,27,0
76,15,69,30.5,38,0
86,52,94,25.3,15,0
25,32,58,41.9,35,0
47,33,74,31.1,11,0
22,16,55,42.0,5,0
67,50,68,35.2,17,0
46,32,72,37.7,18,0
129,68,78,23.5,17,0
136,34,81,23.0,38,0
37,26,60,34.2,11,0
143,32,85,20.7,31,0
124,79,92,21.3,36,1
73,41,77,34.4,22,0
75,50,78,28.0,23,0
50,34,75,33.1,12,0
136,83,98,17.4,41,1
79,60,81,26.3,24,0
131,30,93,23.6,30,0
98,67,84,22.4,32,1
90,90,88,24.0,28,1
121,88,98,18.4,36,1
103,38,55,29.1,31,0
145,90,96,17.1,42,1
118,15,55,28.8,37,0
56,41,78,32.0,19,0
150,32,85,19.4,17,0
73,48,82,31.2,27,0
104,52,68,33.1,32,0
92,56,96,26.4,18,0
54,30,70,36.8,17,0
85,74,93,20.9,30,1
31,23,65,38.1,10,0
52,54,58,33.6,40,0
88,15,68,27.1,9,0
103,28,90,23.9,24,0
20,61,61,42.0,40,0
85,48,76,32.3,21,0
105,84,92,22.8,30,1
28,25,65,34.2,7,0
101,59,83,26.6,22,0
78,68,81,30.7,23,0
80,48,56,34.0,31,0
41,31,65,31.9,12,0
123,80,98,17.1,38,1
25,15,63,38.5,10,0
65,15,82,32.6,31,0
89,39,67,25.3,29,0
37,27,63,36.9,9,0
55,29,67,35.0,9,0
68,55,77,33.8,20,0
76,66,90,30.5,30,0
147,28,93,21.8,22,0
145,63,84,16.9,34,1
59,32,74,28.4,20,0
100,57,88,25.4,27,0
108,36,93,27.2,42,0
102,62,87,29.8,12,0
145,88,97,18.7,42,1
114,35,87,26.0,21,0
56,43,77,34.0,23,0
39,33,62,35.8,16,0
133,66,95,18.3,30,1
40,16,58,41.9,11,0
76,47,61,30.9,35,0
96,35,88,30.9,25,0
120,77,93,19.6,34,1
137,90,98,21.0,42,1
65,79,86,27.1,16,0
133,24,62,28.1,16,0
111,82,97,18.9,32,1
32,82,60,34.8,41,0
84,70,94,24.8,26,1
99,29,83,29.8,25,0
48,40,69,33.0,11,0
91,84,61,27.8,24,0
99,63,84,23.9,27,1
146,30,89,20.8,22,0
86,25,85,29.8,26,0
94,59,76,31.3,28,0
43,90,97,31.3,5,0
56,50,74,38.1,13,0
26,71,64,39.0,33,0
78,75,82,28.9,40,0
41,33,63,32.8,15,0
24,61,65,37.8,42,0
57,50,89,30.3,41,0
50,33,69,37.3,14,0
115,51,74,28.0,20,0
89,80,63,28.5,22,0
50,38,71,35.1,17,0
150,86,83,20.2,29,1
82,69,74,34.4,25,0
137,87,98,19.9,40,1
121,32,98,24.4,38,0
36,56,62,37.7,30,0
72,76,65,34.0,28,0
117,62,95,26.5,15,0
92,34,98,22.5,18,0
105,70,90,21.7,27,1
104,69,95,20.0,29,1
55,24,67,35.6,23,0
69,42,78,34.5,21,0
42,25,68,34.5,23,0
28,51,84,29.2,6,0
54,88,72,33.0,13,0
96,63,87,29.3,21,0
22,85,76,38.4,9,0
40,24,68,37.3,11,0
22,21,58,39.1,28,0
65,33,79,28.5,15,0
83,48,84,30.2,26,0
62,23,62,32.6,5,0
90,79,60,37.2,16,0
100,21,96,26.6,9,0
90,64,90,22.8,27,1
44,64,58,35.8,26,0
29,65,81,35.3,5,0
131,76,95,18.2,42,1
95,64,84,27.4,31,1
102,68,82,24.5,26,1
58,42,73,31.6,20,0
20,20,61,42.0,29,0
30,15,55,39.4,6,0
36,17,65,39.0,14,0
97,85,92,21.6,27,1
30,19,65,38.7,16,0
123,78,92,21.0,30,1
52,49,77,28.8,27,0
71,61,55,39.7,29,0
91,48,80,31.9,22,0
32,34,93,32.3,20,0
35,28,58,35.5,7,0
87,90,82,26.6,27,1
133,90,94,19.0,38,1
143,89,98,17.9,42,1
70,39,76,32.1,23,0
73,41,70,33.4,17,0
115,72,89,25.2,34,1
43,36,68,37.3,14,0
93,63,88,21.6,31,1
141,21,61,29.3,5,0
96,61,89,30.8,19,0
110,68,94,29.2,31,1
48,34,59,33.9,9,0
60,54,81,32.6,20,0
65,90,93,24.4,35,0
104,42,82,28.2,23,0
105,75,95,20.4,39,1
45,26,61,41.5,12,0
86,59,87,26.2,30,0
